property_id,list_date,market,property_type,beds,baths,sqft,age_years,lot_acres,school_score,crime_index,walk_score,median_household_income,mortgage_rate,list_price,sale_price,days_on_market,sold_flag,latitude,longitude,price_per_sqft,affordability_score,inventory_risk_segment
ATL-105583,2023-08-02,Alpharetta,Single Family,5,4.0,4197,28,0.28,82,17.0,36,116587,0.064,904000,920000.0,33,True,34.072445,-84.319676,219.2,46.1,Balanced
ATL-105584,2025-01-12,Alpharetta,Single Family,2,1.0,1590,19,0.09,71,42.2,24,106194,0.0576,651000,640000.0,64,True,34.092894,-84.339828,402.52,68.2,Soft
ATL-105585,2024-11-18,Decatur,Townhome,6,5.5,4566,66,0.22,62,22.3,62,109506,0.0537,667000,670000.0,27,True,33.766182,-84.269632,146.74,68.2,Balanced
ATL-105586,2024-05-05,Atlanta,Single Family,3,2.0,2276,20,0.34,69,18.0,54,106444,0.0577,407000,408000.0,60,True,33.790002,-84.447798,179.26,92.3,Soft
ATL-105587,2023-11-30,Peachtree Corners,Condo,1,1.0,1400,15,0.0,59,38.0,41,74081,0.0664,311000,307000.0,39,True,34.034966,-84.234604,219.29,86.7,Balanced
ATL-105588,2023-08-07,Smyrna,Condo,3,3.5,2700,14,0.0,64,38.4,74,76500,0.0707,370000,347000.0,48,True,33.907919,-84.519664,128.52,81.2,Soft
ATL-105589,2024-03-09,Alpharetta,Townhome,2,1.5,1364,7,0.14,75,16.5,13,94064,0.0626,491000,500000.0,18,True,34.147211,-84.31469,366.57,74.8,Hot
ATL-105590,2023-01-23,Decatur,Single Family,4,4.0,3026,13,0.18,69,58.1,54,68522,0.0645,542000,537000.0,56,True,33.739569,-84.266923,177.46,46.5,Soft
ATL-105591,2024-01-20,Peachtree Corners,Single Family,7,6.0,4832,42,0.39,80,42.9,38,102675,0.0657,773000,794000.0,26,True,34.019274,-84.220773,164.32,47.4,Balanced
ATL-105592,2024-02-18,Smyrna,Single Family,6,4.5,3697,43,1.02,50,22.6,67,45297,0.0643,595000,604000.0,42,True,33.844608,-84.51542,163.38,5.0,Balanced
ATL-105593,2023-03-08,Roswell,Single Family,4,5.0,3575,17,0.54,90,29.5,11,85015,0.0652,813000,831000.0,35,True,33.999611,-84.336267,232.45,25.0,Balanced
ATL-105594,2024-07-05,Johns Creek,Single Family,6,5.5,4742,44,0.36,54,22.2,33,140311,0.0653,731000,710000.0,46,True,34.015999,-84.16441,149.73,76.9,Soft
ATL-105595,2023-04-02,Alpharetta,Single Family,5,4.0,4362,6,0.18,82,46.9,43,104665,0.0672,797000,,39,False,34.045813,-84.295259,182.71,48.3,Balanced
ATL-105596,2025-09-17,Decatur,Single Family,4,5.0,3287,21,0.17,55,26.6,68,115048,0.0557,648000,625000.0,70,True,33.805233,-84.267785,190.14,75.3,Soft
ATL-105597,2023-04-09,Atlanta,Single Family,7,5.0,5565,9,0.22,64,47.5,52,86341,0.0561,653000,664000.0,31,True,33.730875,-84.42465,119.32,50.3,Balanced
ATL-105598,2023-07-10,Duluth,Single Family,4,4.0,3133,19,0.36,73,29.3,24,48285,0.0602,518000,,30,False,33.943963,-84.200943,165.34,15.8,Balanced
ATL-105599,2023-01-18,Peachtree Corners,Single Family,2,2.5,1555,38,0.19,88,36.2,54,95663,0.0615,453000,467000.0,51,True,34.024724,-84.161023,300.32,79.8,Soft
ATL-105600,2024-08-01,Duluth,Townhome,5,5.5,4458,15,0.1,72,28.3,40,66702,0.0687,578000,569000.0,71,True,34.009582,-84.131287,127.64,37.8,Soft
ATL-105601,2025-10-21,Lawrenceville,Townhome,1,1.0,2461,40,0.37,63,19.9,34,96485,0.0613,539000,519000.0,24,True,33.955257,-83.98165,210.89,74.4,Balanced
ATL-105602,2024-10-06,Johns Creek,Townhome,2,1.5,2246,21,0.8,94,36.9,27,126099,0.0565,543000,542000.0,7,True,33.974662,-84.214148,241.32,87.5,Hot
ATL-105603,2024-12-29,Lawrenceville,Single Family,3,3.0,2205,32,0.22,87,25.8,39,72612,0.064,500000,482000.0,46,True,33.956027,-83.998487,218.59,59.8,Soft
ATL-105604,2023-07-19,Sandy Springs,Single Family,4,3.0,3383,12,0.21,81,32.8,30,162970,0.0643,637000,643000.0,32,True,33.917939,-84.37478,190.07,89.4,Balanced
ATL-105605,2025-04-14,Duluth,Single Family,4,4.5,3134,30,0.24,56,32.2,40,84871,0.0616,537000,526000.0,40,True,33.937473,-84.187374,167.84,65.3,Balanced
ATL-105606,2025-10-28,Norcross,Condo,5,4.5,3837,15,0.0,61,37.2,45,90558,0.0691,423000,426000.0,82,True,34.000025,-84.222056,111.02,79.8,Soft
ATL-105607,2025-10-25,Alpharetta,Townhome,4,3.0,3277,40,0.2,82,19.4,19,80933,0.0545,716000,730000.0,24,True,34.087808,-84.2796,222.76,36.1,Balanced
ATL-105608,2023-02-18,Sandy Springs,Townhome,2,1.0,2244,31,0.2,70,38.4,31,113475,0.0693,413000,429000.0,45,True,33.949365,-84.468928,191.18,89.9,Balanced
ATL-105609,2025-02-21,Decatur,Single Family,5,4.0,3441,8,1.2,41,29.4,39,78488,0.0623,686000,652000.0,1,True,33.800688,-84.283667,189.48,41.9,Hot
ATL-105610,2023-03-18,Marietta,Single Family,5,5.0,4381,77,0.79,68,20.3,38,42000,0.0613,516000,515000.0,49,True,33.99796,-84.554562,117.55,5.0,Soft
ATL-105611,2023-11-27,Peachtree Corners,Single Family,7,6.0,4274,64,0.14,84,11.2,59,79404,0.0574,714000,729000.0,36,True,34.044716,-84.200215,170.57,33.6,Balanced
ATL-105612,2025-08-06,Sandy Springs,Single Family,3,1.0,2457,17,0.53,51,36.1,27,120113,0.0602,654000,651000.0,23,True,33.958939,-84.430633,264.96,74.2,Balanced
ATL-105613,2023-07-11,Alpharetta,Multi-Family,2,2.5,1661,54,0.37,99,24.4,17,133857,0.0641,774000,799000.0,36,True,34.058054,-84.307311,481.04,67.2,Balanced
ATL-105614,2024-04-19,Norcross,Condo,5,4.5,3871,12,0.0,46,35.3,53,108151,0.0596,307000,307000.0,26,True,33.884341,-84.238665,79.31,98.0,Balanced
ATL-105615,2023-10-16,Johns Creek,Condo,3,2.0,1767,27,0.0,65,17.2,23,151229,0.0657,426000,424000.0,68,True,34.02723,-84.172976,239.95,98.0,Soft
ATL-105616,2023-11-26,Norcross,Single Family,5,3.5,3614,39,0.07,68,5.0,57,63092,0.0634,545000,531000.0,52,True,33.919715,-84.20362,146.93,40.4,Soft
ATL-105617,2025-11-23,Smyrna,Townhome,1,1.0,1133,6,0.49,83,23.3,46,42000,0.0598,404000,435000.0,45,True,33.932271,-84.556374,383.94,20.0,Balanced
ATL-105618,2025-12-07,Norcross,Single Family,2,2.5,2139,42,0.18,66,23.0,50,85397,0.0621,437000,434000.0,46,True,33.950967,-84.264749,202.9,77.5,Soft
ATL-105619,2025-07-05,Duluth,Single Family,4,3.0,3090,61,0.16,67,50.7,31,88280,0.0661,530000,539000.0,43,True,34.060079,-84.15193,174.43,65.2,Balanced
ATL-105620,2024-11-25,Sandy Springs,Multi-Family,4,3.5,2958,48,0.13,81,23.7,31,111961,0.0549,817000,810000.0,64,True,33.937256,-84.410499,273.83,55.6,Soft
ATL-105621,2025-01-07,Peachtree Corners,Single Family,2,2.0,1940,21,0.1,66,5.7,49,117386,0.0636,608000,,85,False,33.934754,-84.218202,313.4,76.0,Soft
ATL-105622,2025-06-01,Decatur,Townhome,5,5.5,4369,19,0.3,70,18.8,77,105191,0.0647,687000,691000.0,42,True,33.76186,-84.300344,158.16,60.4,Balanced
ATL-105623,2025-03-04,Atlanta,Single Family,4,3.5,2790,29,0.36,73,32.4,72,63503,0.0629,497000,486000.0,53,True,33.759938,-84.388838,174.19,49.0,Soft
ATL-105624,2024-03-03,Johns Creek,Single Family,6,6.0,4539,46,0.18,92,22.6,42,112433,0.0609,928000,922000.0,50,True,34.009933,-84.204927,203.13,43.5,Soft
ATL-105625,2023-06-03,Decatur,Townhome,7,5.5,5263,38,0.21,52,32.6,55,77279,0.0582,521000,509000.0,42,True,33.798716,-84.384616,96.71,61.9,Balanced
ATL-105626,2025-10-15,Sandy Springs,Single Family,7,6.0,4272,24,0.43,55,15.5,41,89674,0.0617,816000,812000.0,7,True,33.956662,-84.419112,190.07,33.9,Hot
ATL-105627,2023-01-31,Alpharetta,Townhome,5,4.5,4108,28,0.27,76,26.7,48,111040,0.0583,726000,711000.0,25,True,34.08121,-84.291928,173.08,63.9,Balanced
ATL-105628,2024-09-25,Sandy Springs,Single Family,6,6.0,4108,34,0.42,73,25.8,53,76021,0.06,793000,790000.0,56,True,33.903538,-84.341325,192.31,19.6,Soft
ATL-105629,2023-06-28,Smyrna,Single Family,2,1.5,2686,21,0.62,82,26.5,72,89043,0.0584,506000,520000.0,11,True,33.922717,-84.531566,193.6,70.1,Hot
ATL-105630,2023-07-12,Marietta,Single Family,7,6.0,4915,46,0.42,75,31.4,5,98151,0.0667,544000,551000.0,19,True,33.944154,-84.529491,112.11,70.4,Hot
ATL-105631,2024-10-04,Marietta,Condo,5,4.5,4212,7,0.0,44,37.8,5,51755,0.0639,409000,416000.0,38,True,33.90421,-84.508759,98.77,44.5,Balanced
ATL-105632,2024-08-28,Sandy Springs,Single Family,6,5.5,3868,20,0.16,52,24.2,23,102139,0.0652,711000,712000.0,30,True,33.937171,-84.388112,184.07,55.9,Balanced
ATL-105633,2023-05-20,Sandy Springs,Townhome,3,2.0,2401,8,0.18,76,10.7,21,98775,0.0586,551000,553000.0,15,True,33.881388,-84.386355,230.32,72.7,Hot
ATL-105634,2025-01-14,Peachtree Corners,Townhome,4,4.5,3590,42,0.66,72,17.6,53,81544,0.066,605000,577000.0,76,True,33.940416,-84.30122,160.72,54.5,Soft
ATL-105635,2023-07-02,Duluth,Single Family,6,5.5,3866,22,0.18,46,22.8,41,93084,0.0636,450000,465000.0,44,True,34.000909,-84.143669,120.28,78.0,Balanced
ATL-105636,2024-01-02,Alpharetta,Townhome,4,3.5,3081,47,0.73,81,22.6,30,106945,0.0643,673000,694000.0,23,True,34.150023,-84.373169,225.25,61.4,Balanced
ATL-105637,2025-08-01,Norcross,Townhome,4,4.0,3044,14,0.22,76,45.5,12,113751,0.0656,532000,546000.0,31,True,33.897171,-84.245124,179.37,79.6,Balanced
ATL-105638,2025-08-27,Peachtree Corners,Townhome,3,2.5,2262,19,0.46,80,16.4,69,63626,0.0694,521000,539000.0,58,True,33.963408,-84.2438,238.28,38.3,Soft
ATL-105639,2025-06-24,Peachtree Corners,Condo,3,2.0,3239,84,0.0,78,52.4,41,70918,0.0573,496000,530000.0,39,True,33.947007,-84.236807,163.63,52.4,Balanced
ATL-105640,2023-10-15,Roswell,Condo,7,5.5,3932,44,0.0,95,37.8,20,94548,0.0683,645000,608000.0,68,True,33.979492,-84.389011,154.63,61.0,Soft
ATL-105641,2025-09-26,Alpharetta,Single Family,6,5.0,4481,31,0.34,76,45.1,59,115492,0.0596,904000,907000.0,77,True,34.034283,-84.315127,202.41,47.6,Soft
ATL-105642,2025-01-14,Atlanta,Single Family,2,1.0,1360,31,0.43,61,32.8,53,94807,0.0615,406000,417000.0,24,True,33.715119,-84.361045,306.62,85.1,Balanced
ATL-105643,2025-04-01,Peachtree Corners,Townhome,7,5.5,4770,12,0.49,84,32.3,28,79371,0.0659,888000,905000.0,78,True,33.919042,-84.220594,189.73,6.9,Soft
ATL-105644,2023-09-22,Lawrenceville,Townhome,6,4.5,4125,26,0.44,69,27.8,30,79476,0.0652,444000,446000.0,28,True,34.007803,-84.011095,108.12,70.8,Balanced
ATL-105645,2025-01-21,Marietta,Single Family,5,4.0,3183,55,0.14,60,24.3,44,82043,0.0694,524000,495000.0,8,True,33.964053,-84.546286,155.51,65.1,Hot
ATL-105646,2024-10-04,Smyrna,Single Family,4,3.0,3406,25,0.31,46,51.1,59,75459,0.0565,483000,475000.0,41,True,33.811268,-84.516584,139.46,65.6,Balanced
ATL-105647,2023-06-20,Duluth,Single Family,2,2.0,1932,19,0.32,73,16.5,49,54414,0.0626,367000,369000.0,44,True,34.034261,-84.178418,190.99,58.6,Balanced
ATL-105648,2025-04-26,Roswell,Single Family,4,3.5,2728,33,0.19,99,30.9,50,99888,0.0628,857000,872000.0,35,True,34.029678,-84.365091,319.65,37.1,Balanced
ATL-105649,2025-07-10,Smyrna,Single Family,3,2.0,2329,27,0.2,74,11.8,62,50414,0.0605,638000,648000.0,15,True,33.979221,-84.47724,278.23,5.0,Hot
ATL-105650,2023-03-29,Peachtree Corners,Single Family,4,3.5,3463,12,0.28,90,21.4,49,108355,0.0634,727000,725000.0,39,True,33.989504,-84.241389,209.36,59.4,Balanced
ATL-105651,2023-04-27,Decatur,Multi-Family,7,6.0,5982,56,0.52,70,20.6,44,72853,0.0666,753000,,44,False,33.768079,-84.297331,125.88,18.5,Balanced
ATL-105652,2024-05-16,Norcross,Single Family,4,5.0,3876,8,0.52,57,44.0,5,52081,0.0627,445000,430000.0,69,True,33.932134,-84.252789,110.94,42.4,Soft
ATL-105653,2023-01-17,Norcross,Multi-Family,2,3.5,1777,74,0.3,62,53.9,26,91994,0.0592,305000,309000.0,45,True,33.91471,-84.15006,173.89,97.2,Balanced
ATL-105654,2023-08-04,Sandy Springs,Single Family,5,4.5,3622,37,0.29,69,30.0,19,119075,0.0609,632000,,26,False,33.962473,-84.325557,174.49,75.3,Balanced
ATL-105655,2025-02-08,Peachtree Corners,Single Family,3,2.0,1897,12,0.64,78,27.8,24,69331,0.0575,595000,589000.0,43,True,34.03865,-84.20642,310.49,41.1,Balanced
ATL-105656,2025-03-28,Sandy Springs,Townhome,7,6.0,5115,57,0.11,73,20.9,22,101454,0.0559,864000,909000.0,32,True,33.958007,-84.36675,177.71,36.4,Balanced
ATL-105657,2024-04-01,Alpharetta,Single Family,4,3.0,2831,23,0.41,74,30.2,39,146082,0.0638,705000,667000.0,74,True,34.070283,-84.254517,235.61,82.7,Soft
ATL-105658,2025-08-04,Lawrenceville,Single Family,2,1.5,2301,21,0.54,91,25.5,38,99039,0.0647,617000,577000.0,71,True,33.967447,-84.084496,250.76,68.6,Soft
ATL-105659,2023-07-11,Roswell,Condo,4,4.0,3495,22,0.0,72,23.2,57,101977,0.0634,483000,488000.0,27,True,34.004976,-84.352135,139.63,80.4,Balanced
ATL-105660,2025-08-12,Duluth,Single Family,7,6.0,4991,11,0.18,56,15.8,67,99845,0.0595,659000,658000.0,43,True,34.039665,-84.156942,131.84,61.5,Balanced
ATL-105661,2025-08-10,Marietta,Single Family,6,4.5,4523,50,0.04,50,42.8,24,80297,0.0636,621000,615000.0,57,True,33.893503,-84.563288,135.97,48.7,Soft
ATL-105662,2023-06-25,Alpharetta,Single Family,2,1.0,2049,22,0.43,66,13.5,47,132710,0.0557,521000,525000.0,25,True,34.136424,-84.237063,256.22,91.5,Balanced
ATL-105663,2023-08-10,Sandy Springs,Single Family,3,2.0,2835,39,0.53,69,30.5,75,96146,0.0585,513000,518000.0,11,True,33.897804,-84.424875,182.72,75.0,Hot
ATL-105664,2025-06-06,Lawrenceville,Single Family,6,6.0,4609,53,0.1,69,27.1,40,74560,0.063,593000,617000.0,28,True,33.966798,-84.021095,133.87,42.1,Balanced
ATL-105665,2025-04-02,Johns Creek,Single Family,1,2.5,1836,17,0.72,69,46.7,20,87978,0.0582,549000,536000.0,50,True,34.018435,-84.192138,291.94,67.4,Soft
ATL-105666,2023-05-13,Duluth,Condo,4,3.5,2444,31,0.0,65,5.0,52,90065,0.0594,289000,289000.0,35,True,34.052421,-84.156518,118.25,98.0,Balanced
ATL-105667,2024-12-02,Duluth,Single Family,6,5.5,4796,19,0.71,67,27.8,5,63966,0.0649,843000,844000.0,61,True,33.958187,-84.088417,175.98,5.0,Soft
ATL-105668,2025-09-22,Decatur,Single Family,4,2.5,2861,15,0.62,68,36.8,60,123186,0.0706,638000,639000.0,26,True,33.838198,-84.290987,223.35,74.1,Balanced
ATL-105669,2025-09-02,Johns Creek,Condo,7,6.0,5820,29,0.0,54,52.0,33,92133,0.0664,626000,627000.0,64,True,34.00464,-84.176773,107.73,57.4,Soft
ATL-105670,2024-07-24,Alpharetta,Condo,5,5.5,3870,10,0.0,75,33.8,47,116299,0.0578,681000,687000.0,13,True,34.104997,-84.303799,177.52,69.5,Hot
ATL-105671,2023-03-20,Marietta,Single Family,4,4.5,3997,31,0.16,63,38.0,44,55735,0.0621,442000,430000.0,48,True,33.952946,-84.558998,107.58,48.5,Soft
ATL-105672,2023-11-15,Smyrna,Townhome,5,3.5,4076,38,0.32,72,28.1,35,60678,0.0569,478000,490000.0,28,True,33.821398,-84.499902,120.22,45.9,Balanced
ATL-105673,2023-10-26,Marietta,Single Family,7,6.0,4731,67,0.95,49,41.7,51,83159,0.0524,545000,554000.0,36,True,33.957137,-84.556587,117.1,62.6,Balanced
ATL-105674,2024-03-13,Roswell,Single Family,3,2.5,3291,22,0.29,66,38.2,57,66038,0.0666,747000,710000.0,55,True,34.016272,-84.341072,215.74,13.9,Soft
ATL-105675,2023-03-06,Duluth,Condo,3,3.0,2922,40,0.0,87,53.7,32,69596,0.0607,314000,316000.0,5,True,33.944443,-84.111224,108.15,83.8,Hot
ATL-105676,2025-02-17,Decatur,Single Family,3,1.5,2163,47,0.34,65,32.3,47,104515,0.0677,635000,636000.0,46,True,33.78586,-84.2482,294.04,65.0,Soft
ATL-105677,2025-01-10,Atlanta,Single Family,6,6.0,5075,20,0.08,75,39.7,38,67268,0.0621,542000,522000.0,53,True,33.761458,-84.414124,102.86,48.0,Soft
ATL-105678,2025-08-27,Lawrenceville,Single Family,3,3.0,2375,18,0.15,57,5.0,39,62981,0.0606,514000,515000.0,32,True,33.952436,-84.016554,216.84,43.8,Balanced
ATL-105679,2023-04-21,Johns Creek,Single Family,2,1.5,2096,91,0.4,68,38.6,47,125702,0.0559,423000,427000.0,20,True,34.065117,-84.169656,203.72,97.6,Hot
ATL-105680,2023-02-16,Johns Creek,Townhome,4,3.5,3483,12,0.15,64,25.7,28,124682,0.067,435000,,34,False,33.98535,-84.28637,124.89,93.7,Balanced
ATL-105681,2025-05-16,Roswell,Single Family,2,2.5,2300,22,0.2,99,24.4,46,98375,0.0567,645000,642000.0,38,True,33.995523,-84.424535,279.13,63.0,Balanced
ATL-105682,2024-05-31,Peachtree Corners,Single Family,3,1.5,2010,78,0.22,99,38.9,45,115943,0.0621,678000,678000.0,47,True,33.955452,-84.231904,337.31,69.0,Soft
ATL-105683,2023-12-27,Roswell,Condo,3,3.5,2714,95,0.0,65,23.8,46,62294,0.0669,387000,386000.0,42,True,34.059164,-84.362268,142.23,63.9,Balanced
ATL-105684,2023-10-18,Alpharetta,Single Family,4,3.5,3709,43,0.17,71,5.0,50,118190,0.0682,882000,892000.0,27,True,34.015404,-84.291851,240.5,48.7,Balanced
ATL-105685,2024-07-14,Alpharetta,Single Family,5,6.0,3950,72,0.29,74,15.4,26,99835,0.0632,810000,795000.0,56,True,34.069306,-84.261419,201.27,45.5,Soft
ATL-105686,2023-06-17,Lawrenceville,Single Family,5,4.5,3775,61,0.09,72,13.0,43,70605,0.0636,466000,471000.0,29,True,33.939441,-84.000699,124.77,59.6,Balanced
ATL-105687,2025-07-13,Peachtree Corners,Townhome,5,2.5,3443,41,0.63,82,17.1,12,68642,0.0614,714000,719000.0,13,True,34.001686,-84.163213,208.83,18.3,Hot
ATL-105688,2025-12-10,Lawrenceville,Single Family,4,4.5,3758,32,0.15,82,26.2,33,111488,0.06,593000,579000.0,48,True,33.920607,-84.056128,154.07,76.8,Soft
ATL-105689,2024-06-15,Johns Creek,Single Family,2,2.0,2087,49,0.12,66,33.4,29,120202,0.0605,577000,597000.0,46,True,34.057443,-84.138284,286.06,79.1,Soft
ATL-105690,2023-04-21,Sandy Springs,Condo,6,6.0,4703,53,0.0,88,38.3,38,117403,0.0609,637000,627000.0,56,True,33.886697,-84.34823,133.32,74.9,Soft
ATL-105691,2025-05-27,Alpharetta,Townhome,4,3.5,3083,46,0.56,76,37.8,11,114180,0.059,725000,719000.0,26,True,34.020161,-84.270483,233.21,64.9,Balanced
ATL-105692,2024-08-31,Duluth,Single Family,3,1.0,2698,28,0.42,54,15.3,79,53417,0.0669,505000,513000.0,40,True,33.988739,-84.121598,190.14,26.5,Balanced
ATL-105693,2024-02-11,Sandy Springs,Townhome,4,5.0,3566,34,0.12,70,30.0,67,87655,0.0632,582000,582000.0,41,True,33.945729,-84.378727,163.21,60.0,Balanced
ATL-105694,2025-05-08,Duluth,Single Family,6,5.5,4135,54,0.23,75,47.3,22,85789,0.0648,497000,,48,False,33.987559,-84.221206,120.19,68.9,Soft
ATL-105695,2025-08-31,Marietta,Single Family,4,2.5,2950,65,0.58,69,24.8,33,85848,0.0572,677000,666000.0,4,True,33.935794,-84.547855,225.76,49.3,Hot
ATL-105696,2023-11-26,Smyrna,Condo,1,1.0,1070,29,0.0,83,24.0,42,107950,0.0633,300000,302000.0,29,True,33.873545,-84.525713,282.24,98.0,Balanced
ATL-105697,2025-06-13,Norcross,Condo,5,5.5,3981,17,0.0,73,27.2,62,42000,0.0652,499000,537000.0,40,True,33.940175,-84.246054,134.89,5.0,Balanced
ATL-105698,2025-03-07,Duluth,Townhome,4,4.0,2974,42,0.2,64,31.2,22,72886,0.0621,455000,465000.0,43,True,33.999767,-84.07145,156.36,63.2,Balanced
ATL-105699,2024-02-11,Atlanta,Single Family,3,1.5,2782,32,0.37,61,20.3,42,68349,0.0595,385000,374000.0,64,True,33.780294,-84.399465,134.44,73.8,Soft
ATL-105700,2023-10-24,Alpharetta,Condo,4,3.5,3118,25,0.0,90,47.5,40,118764,0.0632,570000,603000.0,33,True,34.086185,-84.407398,193.39,77.2,Balanced
ATL-105701,2024-10-10,Duluth,Single Family,3,3.5,2886,29,0.26,71,24.6,46,88728,0.0609,527000,534000.0,34,True,34.006581,-84.110591,185.03,67.5,Balanced
ATL-105702,2023-11-05,Atlanta,Multi-Family,6,4.5,5177,58,0.29,72,61.5,94,63182,0.0649,517000,508000.0,67,True,33.764592,-84.393578,98.13,44.2,Soft
ATL-105703,2023-10-30,Marietta,Townhome,5,5.5,4236,31,0.16,82,24.6,20,57978,0.068,601000,,63,False,33.943802,-84.580054,141.88,17.8,Soft
ATL-105704,2024-10-10,Marietta,Single Family,4,3.0,3657,49,0.24,83,16.5,26,88171,0.0641,606000,585000.0,46,True,33.863893,-84.561889,159.97,59.9,Soft
ATL-105705,2025-04-12,Alpharetta,Townhome,4,3.5,3626,42,0.59,65,33.8,51,120972,0.0631,719000,,26,False,34.050544,-84.302381,198.29,67.7,Balanced
ATL-105706,2025-12-02,Peachtree Corners,Single Family,3,3.0,2498,47,0.13,73,37.4,37,89000,0.0632,651000,676000.0,32,True,34.011659,-84.246164,270.62,49.5,Balanced
ATL-105707,2023-01-08,Norcross,Single Family,3,3.0,3419,24,0.63,64,37.3,30,87389,0.0663,364000,359000.0,54,True,33.936548,-84.259638,105.0,87.1,Soft
ATL-105708,2023-09-15,Marietta,Single Family,6,6.0,4222,12,0.32,64,58.1,44,101529,0.065,428000,428000.0,50,True,33.973935,-84.543647,101.37,86.2,Soft
ATL-105709,2025-07-09,Roswell,Single Family,4,5.0,2742,5,0.47,88,22.9,45,91046,0.062,596000,576000.0,26,True,33.934138,-84.308365,210.07,63.8,Balanced
ATL-105710,2023-07-19,Roswell,Single Family,3,2.5,2487,58,0.35,68,55.2,48,88455,0.064,482000,,34,False,34.035726,-84.432002,193.81,72.9,Balanced
ATL-105711,2024-03-23,Atlanta,Single Family,2,1.0,650,30,0.14,60,36.9,92,94366,0.0659,225000,221000.0,51,True,33.786271,-84.391236,340.0,98.0,Soft
ATL-105712,2024-01-20,Norcross,Single Family,3,4.5,2463,44,0.11,55,41.2,5,61777,0.0555,384000,382000.0,30,True,33.952657,-84.215097,155.1,67.1,Balanced
ATL-105713,2023-12-07,Lawrenceville,Multi-Family,7,6.0,5671,9,0.36,78,21.9,51,74143,0.0607,816000,794000.0,15,True,34.001846,-84.086652,140.01,15.9,Hot
ATL-105714,2025-02-12,Decatur,Single Family,2,2.0,1921,84,0.2,53,28.6,71,74925,0.0651,521000,551000.0,42,True,33.779146,-84.25763,286.83,51.7,Balanced
ATL-105715,2024-12-13,Johns Creek,Single Family,2,4.5,1658,18,0.7,78,35.0,45,127337,0.0583,588000,592000.0,44,True,34.106903,-84.195615,357.06,83.2,Balanced
ATL-105716,2024-01-27,Johns Creek,Townhome,4,3.5,2713,33,0.23,86,53.6,22,120338,0.0618,670000,660000.0,65,True,34.04717,-84.176541,243.27,73.1,Soft
ATL-105717,2023-01-30,Roswell,Single Family,5,3.0,3774,33,0.24,74,34.7,38,53872,0.0544,675000,668000.0,42,True,34.002148,-84.382418,177.0,5.0,Balanced
ATL-105718,2025-01-15,Duluth,Condo,4,4.5,3657,15,0.0,68,6.3,38,67909,0.0646,517000,487000.0,74,True,34.018542,-84.177919,133.17,53.8,Soft
ATL-105719,2024-09-10,Atlanta,Townhome,3,1.5,2155,67,0.18,59,27.9,76,54054,0.0557,339000,345000.0,28,True,33.781406,-84.395231,160.09,64.8,Balanced
ATL-105720,2025-10-25,Peachtree Corners,Single Family,7,6.0,4600,93,0.23,77,20.3,41,96900,0.0646,818000,831000.0,16,True,33.967137,-84.219716,180.65,38.4,Hot
ATL-105721,2025-10-19,Alpharetta,Condo,2,1.5,1801,91,0.0,76,31.3,26,115063,0.0623,464000,474000.0,22,True,34.011901,-84.311997,263.19,88.0,Balanced
ATL-105722,2025-07-22,Roswell,Single Family,3,1.0,1856,16,0.83,84,7.1,15,56032,0.0587,612000,594000.0,13,True,33.974715,-84.34025,320.04,17.6,Hot
ATL-105723,2025-04-20,Lawrenceville,Single Family,4,2.5,3217,22,0.35,55,47.6,59,56072,0.0575,509000,506000.0,28,True,33.967627,-83.978374,157.29,35.3,Balanced
ATL-105724,2024-12-22,Duluth,Single Family,3,2.0,2026,28,0.29,68,27.5,54,62901,0.0603,474000,471000.0,51,True,33.961948,-84.099348,232.48,51.5,Soft
ATL-105725,2025-05-22,Smyrna,Townhome,4,2.5,2610,94,0.56,64,23.1,54,91411,0.0581,466000,483000.0,17,True,33.836479,-84.481946,185.06,76.3,Hot
ATL-105726,2024-11-18,Smyrna,Townhome,2,1.5,1675,35,0.25,66,21.5,49,74776,0.0634,406000,405000.0,61,True,33.918868,-84.480917,241.79,73.4,Soft
ATL-105727,2023-12-27,Alpharetta,Townhome,5,6.0,4403,36,0.34,94,38.5,47,91601,0.0574,662000,702000.0,19,True,34.090676,-84.34132,159.44,50.3,Hot
ATL-105728,2025-05-27,Marietta,Single Family,2,1.5,1167,71,0.06,63,21.3,44,106322,0.0687,373000,369000.0,59,True,34.013914,-84.556195,316.2,93.5,Soft
ATL-105729,2023-12-29,Duluth,Single Family,2,1.5,1927,10,0.15,68,24.2,20,108133,0.0554,375000,359000.0,42,True,33.981072,-84.130562,186.3,98.0,Balanced
ATL-105730,2023-11-30,Smyrna,Condo,3,3.5,2319,24,0.0,97,45.1,52,42000,0.0639,387000,377000.0,1,True,33.834808,-84.551365,162.57,34.1,Hot
ATL-105731,2025-06-11,Smyrna,Single Family,4,1.5,3165,24,0.39,79,32.0,57,79413,0.0612,674000,659000.0,38,True,33.881741,-84.504122,208.21,42.3,Balanced
ATL-105732,2024-08-06,Lawrenceville,Single Family,3,3.0,2212,74,0.12,66,36.5,36,102075,0.0612,396000,407000.0,60,True,33.963478,-84.029354,184.0,89.7,Soft
ATL-105733,2025-06-14,Roswell,Single Family,2,1.0,1550,57,0.27,92,46.0,20,57987,0.0598,529000,510000.0,1,True,34.032668,-84.448046,329.03,37.2,Hot
